Year_Month,Line,Card_type,Trip
2018-09,T2 Leppington Line,School Student,84737
2018-09,T2 Leppington Line,Senior/Pensioner,282607
2018-09,T2 Leppington Line,Sgl Trip Rail Adult,16404
2018-09,T2 Leppington Line,Sgl Trip Rail Child/Youth,4137
2018-09,T3 Bankstown Line,Adult,1896056
2018-09,T3 Bankstown Line,Child/Youth,84521
2018-09,T3 Bankstown Line,Concession,181051
2018-09,T3 Bankstown Line,Day Pass without SAF,3
2018-09,T3 Bankstown Line,Employee,15037
2018-09,T3 Bankstown Line,Free Travel,1613
2018-09,T3 Bankstown Line,School Student,70791
2018-09,T3 Bankstown Line,Senior/Pensioner,255322
2018-09,T3 Bankstown Line,Sgl Trip Rail Adult,15096
2018-09,T3 Bankstown Line,Sgl Trip Rail Child/Youth,3795
2018-09,T4 Eastern Suburbs and Illawarra Line,Adult,4420673
2018-09,T4 Eastern Suburbs and Illawarra Line,Child/Youth,160156
2018-09,T4 Eastern Suburbs and Illawarra Line,Concession,284382
2018-09,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,28
2018-09,T4 Eastern Suburbs and Illawarra Line,Employee,47472
2018-09,T4 Eastern Suburbs and Illawarra Line,Free Travel,6273
2018-09,T4 Eastern Suburbs and Illawarra Line,School Student,155625
2018-09,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,468524
2018-09,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,36260
2018-09,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,9298
2018-09,T5 Cumberland Line,Adult,480011
2018-09,T5 Cumberland Line,Child/Youth,17408
2018-09,T5 Cumberland Line,Concession,50203
2018-09,T5 Cumberland Line,Employee,3036
2018-09,T5 Cumberland Line,Free Travel,92
2018-09,T5 Cumberland Line,School Student,20349
2018-09,T5 Cumberland Line,Senior/Pensioner,58067
2018-09,T5 Cumberland Line,Sgl Trip Rail Adult,1422
2018-09,T5 Cumberland Line,Sgl Trip Rail Child/Youth,306
2018-09,T6 Carlingford Line,Adult,36493
2018-09,T6 Carlingford Line,Child/Youth,944
2018-09,T6 Carlingford Line,Concession,3289
2018-09,T6 Carlingford Line,Employee,1526
2018-09,T6 Carlingford Line,Free Travel,17
2018-09,T6 Carlingford Line,School Student,1236
2018-09,T6 Carlingford Line,Senior/Pensioner,4285
2018-09,T6 Carlingford Line,Sgl Trip Rail Adult,98
2018-09,T6 Carlingford Line,Sgl Trip Rail Child/Youth,15
2018-09,T7 Olympic Park Line,Adult,114671
2018-09,T7 Olympic Park Line,Child/Youth,5592
2018-09,T7 Olympic Park Line,Concession,7186
2018-09,T7 Olympic Park Line,Day Pass without SAF,2
2018-09,T7 Olympic Park Line,Employee,375
2018-09,T7 Olympic Park Line,Free Travel,52
2018-09,T7 Olympic Park Line,School Student,2140
2018-09,T7 Olympic Park Line,Senior/Pensioner,8248
2018-09,T7 Olympic Park Line,Sgl Trip Rail Adult,1472
2018-09,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,340
2018-09,T8 Airport and South Line,Adult,2918954
2018-09,T8 Airport and South Line,Child/Youth,93030
2018-09,T8 Airport and South Line,Concession,211209
2018-09,T8 Airport and South Line,Day Pass without SAF,22
2018-09,T8 Airport and South Line,Employee,35176
2018-09,T8 Airport and South Line,Free Travel,3531
2018-09,T8 Airport and South Line,School Student,83588
2018-09,T8 Airport and South Line,Senior/Pensioner,248517
2018-09,T8 Airport and South Line,Sgl Trip Rail Adult,109668
2018-09,T8 Airport and South Line,Sgl Trip Rail Child/Youth,10414
2018-10,Blue Mountains Line,Adult,625070
2018-10,Blue Mountains Line,Child/Youth,40505
2018-10,Blue Mountains Line,Concession,57715
2018-10,Blue Mountains Line,Day Pass without SAF,33
2018-10,Blue Mountains Line,Employee,11978
2018-10,Blue Mountains Line,Free Travel,964
2018-10,Blue Mountains Line,School Student,19405
2018-10,Blue Mountains Line,Senior/Pensioner,114671
2018-10,Blue Mountains Line,Sgl Trip Rail Adult,5274
2018-10,Blue Mountains Line,Sgl Trip Rail Child/Youth,1905
2018-10,Central Coast Newcastle Line,Adult,1073010
2018-10,Central Coast Newcastle Line,Child/Youth,68641
2018-10,Central Coast Newcastle Line,Concession,111307
2018-10,Central Coast Newcastle Line,Day Pass without SAF,62
2018-10,Central Coast Newcastle Line,Employee,21797
2018-10,Central Coast Newcastle Line,Free Travel,2745
2018-10,Central Coast Newcastle Line,School Student,49324
2018-10,Central Coast Newcastle Line,Senior/Pensioner,209234
2018-10,Central Coast Newcastle Line,Sgl Trip Rail Adult,12353
2018-10,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,3608
2018-10,Hunter Line,Adult,40193
2018-10,Hunter Line,Child/Youth,5416
2018-10,Hunter Line,Concession,10938
2018-10,Hunter Line,Day Pass without SAF,24
2018-10,Hunter Line,Employee,574
2018-10,Hunter Line,Free Travel,232
2018-10,Hunter Line,School Student,2946
2018-10,Hunter Line,Senior/Pensioner,16015
2018-10,Hunter Line,Sgl Trip Rail Adult,907
2018-10,Hunter Line,Sgl Trip Rail Child/Youth,562
2018-10,South Coast Line,Adult,619193
2018-10,South Coast Line,Child/Youth,39578
2018-10,South Coast Line,Concession,59998
2018-10,South Coast Line,Day Pass without SAF,25
2018-10,South Coast Line,Employee,7923
2018-10,South Coast Line,Free Travel,1020
2018-10,South Coast Line,School Student,18813
2018-10,South Coast Line,Senior/Pensioner,111848
2018-10,South Coast Line,Sgl Trip Rail Adult,6345
2018-10,South Coast Line,Sgl Trip Rail Child/Youth,1798
2018-10,Southern Highlands Line,Adult,56222
2018-10,Southern Highlands Line,Child/Youth,7870
2018-10,Southern Highlands Line,Concession,6667
2018-10,Southern Highlands Line,Day Pass without SAF,1
2018-10,Southern Highlands Line,Employee,806
2018-10,Southern Highlands Line,Free Travel,192
2018-10,Southern Highlands Line,School Student,1568
2018-10,Southern Highlands Line,Senior/Pensioner,21493
2018-10,Southern Highlands Line,Sgl Trip Rail Adult,539
2018-10,Southern Highlands Line,Sgl Trip Rail Child/Youth,207
2018-10,Station Link,Adult,491684
2018-10,Station Link,Child/Youth,25995
2018-10,Station Link,Concession,88969
2018-10,Station Link,Employee,1476
2018-10,Station Link,Free Travel,361
2018-10,Station Link,School Student,12325
2018-10,Station Link,Senior/Pensioner,31383
2018-10,Station Link,Sgl Trip Rail Adult,338
2018-10,Station Link,Sgl Trip Rail Child/Youth,103
2018-10,T1 North Shore Line,Adult,3934360
2018-10,T1 North Shore Line,Child/Youth,186080
2018-10,T1 North Shore Line,Concession,303580
2018-10,T1 North Shore Line,Day Pass without SAF,19
2018-10,T1 North Shore Line,Employee,34378
2018-10,T1 North Shore Line,Free Travel,5638
2018-10,T1 North Shore Line,School Student,135313
2018-10,T1 North Shore Line,Senior/Pensioner,361956
2018-10,T1 North Shore Line,Sgl Trip Rail Adult,31213
2018-10,T1 North Shore Line,Sgl Trip Rail Child/Youth,7452
2018-10,T1 Northern Line,Adult,1848498
2018-10,T1 Northern Line,Child/Youth,86904
2018-10,T1 Northern Line,Concession,183932
2018-10,T1 Northern Line,Day Pass without SAF,5
2018-10,T1 Northern Line,Employee,19865
2018-10,T1 Northern Line,Free Travel,1543
2018-10,T1 Northern Line,School Student,56224
2018-10,T1 Northern Line,Senior/Pensioner,180680
2018-10,T1 Northern Line,Sgl Trip Rail Adult,9175
2018-10,T1 Northern Line,Sgl Trip Rail Child/Youth,2387
2018-10,T1 Western Line,Adult,3454454
2018-10,T1 Western Line,Child/Youth,147551
2018-10,T1 Western Line,Concession,321049
2018-10,T1 Western Line,Day Pass Child/Youth w/o SAF,2
2018-10,T1 Western Line,Day Pass without SAF,88
2018-10,T1 Western Line,Employee,49821
2018-10,T1 Western Line,Free Travel,4697
2018-10,T1 Western Line,School Student,97075
2018-10,T1 Western Line,Senior/Pensioner,370064
2018-10,T1 Western Line,Sgl Trip Rail Adult,22517
2018-10,T1 Western Line,Sgl Trip Rail Child/Youth,7448
2018-10,T2 Inner West Line,Adult,1717333
2018-10,T2 Inner West Line,Child/Youth,62745
2018-10,T2 Inner West Line,Concession,121634
2018-10,T2 Inner West Line,Day Pass without SAF,3
2018-10,T2 Inner West Line,Employee,19103
2018-10,T2 Inner West Line,Free Travel,1367
2018-10,T2 Inner West Line,School Student,32311
2018-10,T2 Inner West Line,Senior/Pensioner,152288
2018-10,T2 Inner West Line,Sgl Trip Rail Adult,13698
2018-10,T2 Inner West Line,Sgl Trip Rail Child/Youth,2727
2018-10,T2 Leppington Line,Adult,2209420
2018-10,T2 Leppington Line,Child/Youth,102067
2018-10,T2 Leppington Line,Concession,214994
2018-10,T2 Leppington Line,Day Pass without SAF,32
2018-10,T2 Leppington Line,Employee,29231
2018-10,T2 Leppington Line,Free Travel,2687
2018-10,T2 Leppington Line,School Student,53729
2018-10,T2 Leppington Line,Senior/Pensioner,288760
2018-10,T2 Leppington Line,Sgl Trip Rail Adult,17321
2018-10,T2 Leppington Line,Sgl Trip Rail Child/Youth,4377
2018-10,T3 Bankstown Line,Adult,1985959
2018-10,T3 Bankstown Line,Child/Youth,97130
2018-10,T3 Bankstown Line,Concession,176741
2018-10,T3 Bankstown Line,Day Pass Child/Youth w/o SAF,3
2018-10,T3 Bankstown Line,Day Pass without SAF,14
2018-10,T3 Bankstown Line,Employee,16839
2018-10,T3 Bankstown Line,Free Travel,1906
2018-10,T3 Bankstown Line,School Student,43697
2018-10,T3 Bankstown Line,Senior/Pensioner,263738
2018-10,T3 Bankstown Line,Sgl Trip Rail Adult,16291
2018-10,T3 Bankstown Line,Sgl Trip Rail Child/Youth,4468
2018-10,T4 Eastern Suburbs and Illawarra Line,Adult,4809361
2018-10,T4 Eastern Suburbs and Illawarra Line,Child/Youth,201703
2018-10,T4 Eastern Suburbs and Illawarra Line,Concession,287661
2018-10,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,32
2018-10,T4 Eastern Suburbs and Illawarra Line,Employee,52703
2018-10,T4 Eastern Suburbs and Illawarra Line,Free Travel,7375
2018-10,T4 Eastern Suburbs and Illawarra Line,School Student,99384
2018-10,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,505534
2018-10,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,41880
2018-10,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,11290
2018-10,T5 Cumberland Line,Adult,513278
2018-10,T5 Cumberland Line,Child/Youth,20820
2018-10,T5 Cumberland Line,Concession,51177
2018-10,T5 Cumberland Line,Employee,3293
2018-10,T5 Cumberland Line,Free Travel,141
2018-10,T5 Cumberland Line,School Student,12855
2018-10,T5 Cumberland Line,Senior/Pensioner,60862
2018-10,T5 Cumberland Line,Sgl Trip Rail Adult,1557
2018-10,T5 Cumberland Line,Sgl Trip Rail Child/Youth,337
2018-10,T6 Carlingford Line,Adult,37446
2018-10,T6 Carlingford Line,Child/Youth,1149
2018-10,T6 Carlingford Line,Concession,3616
2018-10,T6 Carlingford Line,Employee,1670
2018-10,T6 Carlingford Line,Free Travel,15
2018-10,T6 Carlingford Line,School Student,897
2018-10,T6 Carlingford Line,Senior/Pensioner,3969
2018-10,T6 Carlingford Line,Sgl Trip Rail Adult,32
2018-10,T6 Carlingford Line,Sgl Trip Rail Child/Youth,8
2018-10,T7 Olympic Park Line,Adult,121705
2018-10,T7 Olympic Park Line,Child/Youth,6527
2018-10,T7 Olympic Park Line,Concession,7395
2018-10,T7 Olympic Park Line,Employee,489
2018-10,T7 Olympic Park Line,Free Travel,178
2018-10,T7 Olympic Park Line,School Student,1440
2018-10,T7 Olympic Park Line,Senior/Pensioner,10628
2018-10,T7 Olympic Park Line,Sgl Trip Rail Adult,1352
2018-10,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,328
2018-10,T8 Airport and South Line,Adult,3138780
2018-10,T8 Airport and South Line,Child/Youth,119637
2018-10,T8 Airport and South Line,Concession,215759
2018-10,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,5
2018-10,T8 Airport and South Line,Day Pass without SAF,36
2018-10,T8 Airport and South Line,Employee,39788
2018-10,T8 Airport and South Line,Free Travel,4149
2018-10,T8 Airport and South Line,School Student,54886
2018-10,T8 Airport and South Line,Senior/Pensioner,272272
2018-10,T8 Airport and South Line,Sgl Trip Rail Adult,124188
2018-10,T8 Airport and South Line,Sgl Trip Rail Child/Youth,13334
2018-11,Blue Mountains Line,Adult,653824
2018-11,Blue Mountains Line,CTP,541
2018-11,Blue Mountains Line,Child/Youth,33644
2018-11,Blue Mountains Line,Concession,47553
2018-11,Blue Mountains Line,Day Pass without SAF,46
2018-11,Blue Mountains Line,Employee,12553
2018-11,Blue Mountains Line,Free Travel,966
2018-11,Blue Mountains Line,School Student,32380
2018-11,Blue Mountains Line,Senior/Pensioner,117520
2018-11,Blue Mountains Line,Sgl Trip Rail Adult,5636
2018-11,Blue Mountains Line,Sgl Trip Rail Child/Youth,1372
2018-11,Central Coast Newcastle Line,Adult,1134503
2018-11,Central Coast Newcastle Line,CTP,994
2018-11,Central Coast Newcastle Line,Child/Youth,62007
2018-11,Central Coast Newcastle Line,Concession,93669
2018-11,Central Coast Newcastle Line,Day Pass Child/Youth w/o SAF,2
2018-11,Central Coast Newcastle Line,Day Pass without SAF,63
2018-11,Central Coast Newcastle Line,Employee,22776
2018-11,Central Coast Newcastle Line,Free Travel,3001
2018-11,Central Coast Newcastle Line,School Student,81923
2018-11,Central Coast Newcastle Line,Senior/Pensioner,229843
2018-11,Central Coast Newcastle Line,Sgl Trip Rail Adult,14657
2018-11,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,3103
2018-11,Hunter Line,Adult,45221
2018-11,Hunter Line,CTP,55
2018-11,Hunter Line,Child/Youth,4760
2018-11,Hunter Line,Concession,8424
2018-11,Hunter Line,Day Pass without SAF,18
2018-11,Hunter Line,Employee,626
2018-11,Hunter Line,Free Travel,227
2018-11,Hunter Line,School Student,4753
2018-11,Hunter Line,Senior/Pensioner,16421
2018-11,Hunter Line,Sgl Trip Rail Adult,1085
2018-11,Hunter Line,Sgl Trip Rail Child/Youth,504
2018-11,South Coast Line,Adult,604512
2018-11,South Coast Line,CTP,591
2018-11,South Coast Line,Child/Youth,29806
2018-11,South Coast Line,Concession,44620
2018-11,South Coast Line,Day Pass without SAF,23
2018-11,South Coast Line,Employee,7850
2018-11,South Coast Line,Free Travel,1025
2018-11,South Coast Line,School Student,29699
2018-11,South Coast Line,Senior/Pensioner,109383
2018-11,South Coast Line,Sgl Trip Rail Adult,6043
2018-11,South Coast Line,Sgl Trip Rail Child/Youth,1164
2018-11,Southern Highlands Line,Adult,53674
2018-11,Southern Highlands Line,CTP,63
2018-11,Southern Highlands Line,Child/Youth,5048
2018-11,Southern Highlands Line,Concession,5018
2018-11,Southern Highlands Line,Day Pass without SAF,2
2018-11,Southern Highlands Line,Employee,787
2018-11,Southern Highlands Line,Free Travel,151
2018-11,Southern Highlands Line,School Student,2370
2018-11,Southern Highlands Line,Senior/Pensioner,19903
2018-11,Southern Highlands Line,Sgl Trip Rail Adult,489
2018-11,Southern Highlands Line,Sgl Trip Rail Child/Youth,143
2018-11,Station Link,Adult,484928
2018-11,Station Link,Child/Youth,18606
2018-11,Station Link,Concession,65644
2018-11,Station Link,Employee,1413
2018-11,Station Link,Free Travel,337
2018-11,Station Link,School Student,20575
2018-11,Station Link,Senior/Pensioner,31941
2018-11,Station Link,Sgl Trip Rail Adult,349
2018-11,Station Link,Sgl Trip Rail Child/Youth,83
2018-11,T1 North Shore Line,Adult,3997909
2018-11,T1 North Shore Line,CTP,4959
2018-11,T1 North Shore Line,Child/Youth,152294
2018-11,T1 North Shore Line,Concession,238370
2018-11,T1 North Shore Line,Day Pass Child/Youth w/o SAF,6
2018-11,T1 North Shore Line,Day Pass without SAF,5
2018-11,T1 North Shore Line,Employee,33611
2018-11,T1 North Shore Line,Free Travel,5499
2018-11,T1 North Shore Line,School Student,229118
2018-11,T1 North Shore Line,Senior/Pensioner,371166
2018-11,T1 North Shore Line,Sgl Trip Rail Adult,32060
2018-11,T1 North Shore Line,Sgl Trip Rail Child/Youth,5447
2018-11,T1 Northern Line,Adult,1865519
2018-11,T1 Northern Line,CTP,1641
2018-11,T1 Northern Line,Child/Youth,77085
2018-11,T1 Northern Line,Concession,146224
2018-11,T1 Northern Line,Day Pass without SAF,11
2018-11,T1 Northern Line,Employee,20268
2018-11,T1 Northern Line,Free Travel,1575
2018-11,T1 Northern Line,School Student,93549
2018-11,T1 Northern Line,Senior/Pensioner,186598
2018-11,T1 Northern Line,Sgl Trip Rail Adult,9201
2018-11,T1 Northern Line,Sgl Trip Rail Child/Youth,1914
2018-11,T1 Western Line,Adult,3523629
2018-11,T1 Western Line,CTP,3201
2018-11,T1 Western Line,Child/Youth,130574
2018-11,T1 Western Line,Concession,254058
2018-11,T1 Western Line,Day Pass Child/Youth w/o SAF,2
2018-11,T1 Western Line,Day Pass without SAF,120
2018-11,T1 Western Line,Employee,51168
2018-11,T1 Western Line,Free Travel,4684
2018-11,T1 Western Line,School Student,159415
2018-11,T1 Western Line,Senior/Pensioner,378235
2018-11,T1 Western Line,Sgl Trip Rail Adult,24082
2018-11,T1 Western Line,Sgl Trip Rail Child/Youth,6295
2018-11,T2 Inner West Line,Adult,1786040
2018-11,T2 Inner West Line,CTP,2086
2018-11,T2 Inner West Line,Child/Youth,58318
2018-11,T2 Inner West Line,Concession,110514
2018-11,T2 Inner West Line,Day Pass without SAF,6
2018-11,T2 Inner West Line,Employee,21205
2018-11,T2 Inner West Line,Free Travel,1576
2018-11,T2 Inner West Line,School Student,55080
2018-11,T2 Inner West Line,Senior/Pensioner,161750
2018-11,T2 Inner West Line,Sgl Trip Rail Adult,15532
2018-11,T2 Inner West Line,Sgl Trip Rail Child/Youth,2378
2018-11,T2 Leppington Line,Adult,2198220
2018-11,T2 Leppington Line,CTP,2273
2018-11,T2 Leppington Line,Child/Youth,88060
2018-11,T2 Leppington Line,Concession,173076
2018-11,T2 Leppington Line,Day Pass without SAF,24
2018-11,T2 Leppington Line,Employee,28658
2018-11,T2 Leppington Line,Free Travel,2592
2018-11,T2 Leppington Line,School Student,88195
2018-11,T2 Leppington Line,Senior/Pensioner,290227
2018-11,T2 Leppington Line,Sgl Trip Rail Adult,17333
2018-11,T2 Leppington Line,Sgl Trip Rail Child/Youth,3530
2018-11,T3 Bankstown Line,Adult,1898095
2018-11,T3 Bankstown Line,CTP,2007
2018-11,T3 Bankstown Line,Child/Youth,77261
2018-11,T3 Bankstown Line,Concession,137548
2018-11,T3 Bankstown Line,Day Pass without SAF,20
2018-11,T3 Bankstown Line,Employee,16265
2018-11,T3 Bankstown Line,Free Travel,1961
2018-11,T3 Bankstown Line,School Student,72352
2018-11,T3 Bankstown Line,Senior/Pensioner,254792
2018-11,T3 Bankstown Line,Sgl Trip Rail Adult,15866
2018-11,T3 Bankstown Line,Sgl Trip Rail Child/Youth,3343
2018-11,T4 Eastern Suburbs and Illawarra Line,Adult,4936009
2018-11,T4 Eastern Suburbs and Illawarra Line,CTP,5736
2018-11,T4 Eastern Suburbs and Illawarra Line,Child/Youth,170358
2018-11,T4 Eastern Suburbs and Illawarra Line,Concession,248001
2018-11,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,72
2018-11,T4 Eastern Suburbs and Illawarra Line,Employee,55176
2018-11,T4 Eastern Suburbs and Illawarra Line,Free Travel,7662
2018-11,T4 Eastern Suburbs and Illawarra Line,School Student,168429
